DATE,AFDIS,AFRICAN SUN,ART ZDR,ARISTON,AXIA,B A T,CAFCA,CBZ,CFI,DAIRIBORD,DELTA,ECOCASH,ECONET,EDGARS,FBCH,FIDELITY,FCA/BARCLAYS,(fml)/AFRE,FMP,GB HOLDINGS,GET BUCKS,HIPPO,INNSCOR,LAFARGE CEMENT,MASH  HLDS,MASIMBA,MEDTECH,MEDTECH CLASS B,MEIK,NAMPAK,NATFOODS,N T S,N.M.B,OK ZIMBABWE,PROPLASTICS,R T G,RIOZIM,SEED-CO,SIMBISA,STAR AFRICA,TANGANDA,TRUWORTHS,T. S. L,TURNALL,UNIFREIGHT,WILLDALE,ZBFH,ZECO,ZIMPAPERS,ZIMPLOW,ZIMRE,,,,,,,,,,
18-Apr-22,344.9000,11.4942,23.0401,4.0474,147.6902,3660.0000,250.0000,133.2353,155.0000,39.5261,353.0882,119.1481,205.0463,5.9000,54.8750,17.1750,7.9258,22.0000,12.0000,1.8727,7.2000,399.9999,407.9675,135.0000,3.3230,64.0141,19.4000,34.0000,160.0227,20.0000,2060.0000,8.5100,20.7979,44.0281,44.0000,7.5000,75.9125,214.0000,299.9360,2.0001,180.7031,1.9000,132.0000,7.4848,26.9000,4.2779,63.3784,0.0200,2.6643,26.2766,4.5000,,,,,,,,,,
19-Apr-22,344.9000,11.1716,25.7830,4.1000,165.9394,3660.0000,250.0000,129.9862,186.0000,44.3138,353.2900,126.9822,217.7977,5.9110,54.0769,17.2000,7.9664,26.0333,12.0128,2.2043,7.8400,400.0000,411.7841,136.2500,3.8390,70.0000,19.7278,34.0000,160.0976,20.0000,2060.0000,10.0000,24.2308,49.9758,44.0000,7.3333,75.9125,215.0000,299.9294,1.9946,207.5000,1.9000,132.0000,8.0000,27.6333,4.2990,63.3784,0.0200,2.6701,26.2467,4.1972,,,,,,,,,,
20-Apr-22,344.9100,11.0011,24.0179,4.3058,159.3896,3660.0000,250.0000,130.0000,186.0000,48.0000,359.9528,127.3573,224.0003,5.8727,54.0769,17.2000,7.5835,21.7023,12.0222,1.9981,7.8667,405.5385,424.3351,162.0000,3.9000,70.0000,19.9914,34.0000,191.3808,21.0000,2059.9500,10.0000,20.7525,59.3346,45.0867,7.4080,75.9125,215.0000,300.0011,2.0385,220.0000,1.8002,132.0000,7.0000,29.6333,4.2860,66.3800,0.0200,3.1000,26.2467,4.4979,,,,,,,,,,
21-Apr-22,345.0400,11.0292,24.0500,4.2106,162.5960,3660.0000,260.0000,129.6861,186.0000,46.9288,359.9017,129.0869,228.5109,6.0000,60.0000,17.2000,6.6990,24.5000,11.0588,1.9784,7.9367,400.0000,432.7077,162.0000,3.9752,70.0000,19.9914,34.0000,210.9422,20.9750,2059.0000,10.0000,20.7964,58.9947,51.0059,7.3546,91.0500,213.0509,300.3355,1.9819,222.5513,1.8962,132.0000,7.0000,30.0000,4.2000,66.3800,0.0240,3.3657,25.1628,4.4992,,,,,,,,,,
22-Apr-22,345.0400,11.2676,24.5000,4.1130,177.5441,3660.0000,260.0000,140.2244,200.0000,49.5455,376.7127,131.1802,237.3691,6.0048,59.1429,17.2000,7.4535,24.5000,10.0000,2.0000,9.0000,399.7500,500.4275,162.0000,4.2417,70.0000,20.0000,34.0000,224.1339,24.8000,2060.0000,12.0000,20.9294,58.9428,58.8211,7.4400,109.2500,215.2074,300.6697,2.0554,258.0870,1.8999,132.0000,7.2300,30.0000,4.0436,66.3800,0.0240,3.3930,25.3958,4.5029,,,,,,,,,,
23-Apr-22,345.0400,11.2676,24.5000,4.1130,177.5441,3660.0000,260.0000,140.2244,200.0000,49.5455,376.7127,131.1802,237.3691,6.0048,59.1429,17.2000,7.4535,24.5000,10.0000,2.0000,9.0000,399.7500,500.4275,162.0000,4.2417,70.0000,20.0000,34.0000,224.1339,24.8000,2060.0000,12.0000,20.9294,58.9428,58.8211,7.4400,109.2500,215.2074,300.6697,2.0554,258.0870,1.8999,132.0000,7.2300,30.0000,4.0436,66.3800,0.0240,3.3930,25.3958,4.5029,,,,,,,,,,
24-Apr-22,345.0400,11.2676,24.5000,4.1130,177.5441,3660.0000,260.0000,140.2244,200.0000,49.5455,376.7127,131.1802,237.3691,6.0048,59.1429,17.2000,7.4535,24.5000,10.0000,2.0000,9.0000,399.7500,500.4275,162.0000,4.2417,70.0000,20.0000,34.0000,224.1339,24.8000,2060.0000,12.0000,20.9294,58.9428,58.8211,7.4400,109.2500,215.2074,300.6697,2.0554,258.0870,1.8999,132.0000,7.2300,30.0000,4.0436,66.3800,0.0240,3.3930,25.3958,4.5029,,,,,,,,,,
25-Apr-22,345.0400,12.2720,24.6000,4.1861,184.4655,3660.0000,260.0000,149.5500,200.0000,50.5589,390.3141,133.8869,276.3393,6.0489,60.0000,17.2000,7.5545,26.0000,11.2614,1.9947,9.0000,400.0013,509.8923,162.0000,4.3055,69.9833,20.0000,34.0000,268.0000,24.0000,2060.0000,12.0079,25.0000,57.2114,66.8715,7.4070,118.6923,216.6627,317.9705,2.0348,296.0822,1.9000,132.0000,7.4931,33.9429,4.0650,63.0000,0.0288,3.4834,23.4559,4.9233,,,,,,,,,,
26-Apr-22,368.0333,13.4509,24.1739,4.2192,204.6844,3660.0000,260.0000,150.6800,200.0000,51.6452,458.0401,157.7654,329.0326,5.9878,70.0000,20.6000,7.6112,26.0000,11.8083,2.2081,9.8000,444.2753,596.3254,169.5455,3.7523,73.0000,20.0000,34.0000,269.9165,24.0000,2191.1875,12.0079,26.3333,59.9242,78.0000,7.5000,142.4000,225.7987,320.4675,2.3085,341.0196,1.9000,132.0000,7.2000,30.0006,3.8935,63.0000,0.0288,4.1800,24.4368,5.3994,,,,,,,,,,
27-Apr-22,368.0333,13.3600,28.3074,4.4300,209.5710,3685.2414,260.0000,164.0000,200.0000,51.9848,459.0686,164.5016,331.7117,6.2960,70.0127,21.0000,7.8958,26.0000,12.0000,2.4596,9.8000,450.0000,613.9641,169.5455,3.8968,74.7500,22.4000,27.5000,271.7412,25.3250,2200.0000,12.0079,31.3000,62.1636,83.2734,7.6100,169.6000,234.9914,329.5376,2.3279,336.0952,1.9000,138.0000,7.4987,30.5000,3.8394,63.0000,0.0288,5.0000,27.0000,5.4422,,,,,,,,,,
28-Apr-22,368.0389,13.5819,28.8000,4.0700,199.0232,3685.0000,260.0000,155.2889,200.0000,51.9841,451.8952,164.4819,329.4448,6.0284,70.0589,21.5882,7.9703,26.0000,11.1250,2.4715,9.8000,450.0088,592.8453,169.5455,4.3357,80.0000,22.4250,27.5000,274.9365,25.7205,2200.6667,12.0079,33.2877,60.1769,90.8824,8.0000,168.0000,235.0000,329.4543,2.2068,270.0446,1.9371,140.0000,7.4951,30.1667,3.8002,75.6000,0.0288,5.9893,24.7426,5.4500,,,,,,,,,,
29-Apr-22,368.0389,13.6500,28.7600,4.2414,189.8644,3685.0000,260.0000,167.1263,200.0000,51.6667,442.2090,164.6362,281.9323,6.0150,74.9500,21.0000,9.2126,23.0440,11.0000,2.4464,9.7500,450.0000,619.8938,171.0000,5.1169,79.5345,22.4000,27.5000,274.9365,25.7000,2200.0000,12.0079,34.3097,60.4010,90.0000,8.0000,168.0000,235.9651,321.0813,2.2297,250.5101,2.0088,140.0000,7.4000,30.2139,3.7918,89.5082,0.0288,5.9996,24.5000,5.4331,,,,,,,,,,
30-Apr-22,368.0389,13.6500,28.7600,4.2414,189.8644,3685.0000,260.0000,167.1263,200.0000,51.6667,442.2090,164.6362,281.9323,6.0150,74.9500,21.0000,9.2126,23.0440,11.0000,2.4464,9.7500,450.0000,619.8938,171.0000,5.1169,79.5345,22.4000,27.5000,274.9365,25.7000,2200.0000,12.0079,34.3097,60.4010,90.0000,8.0000,168.0000,235.9651,321.0813,2.2297,250.5101,2.0088,140.0000,7.4000,30.2139,3.7918,89.5082,0.0288,5.9996,24.5000,5.4331,,,,,,,,,,
